name,city,cuisines,cost,online_delivery,rating,votes,value_score
The Oudh - The Ashok,New Delhi,North Indian,3700,No,3.6,100,0.972972972972973
Zerruco - The Ashok,New Delhi,"Mediterranean, Italian",2500,No,4.4,609,1.76
The Claridges Garden -The Claridges,New Delhi,"Cafe, American, Tea",2000,No,3.1,5,1.55
Aura - The Claridges,New Delhi,Continental,4100,No,3.5,42,0.8536585365853658
Dhaba - The Claridges,New Delhi,North Indian,4300,No,3.9,548,0.9069767441860466
Jade - The Claridges,New Delhi,Chinese,5000,No,3.8,134,0.7599999999999999
Pickwicks - The Claridges,New Delhi,"European, Continental",3600,No,3.7,139,1.027777777777778
Ye Old Bakery - The Claridges,New Delhi,"Bakery, Desserts",1000,No,3.7,65,3.7
Sevilla - The Claridges,New Delhi,"Spanish, Italian",4500,No,4.3,800,0.9555555555555555
GBar - The Grand New Delhi,New Delhi,"American, Finger Food",2650,No,3.3,145,1.2452830188679245
Cascades - The Grand New Delhi,New Delhi,"North Indian, Continental, Asian",3200,No,3.6,97,1.1250000000000002
1911 Bar - The Imperial,New Delhi,"Finger Food, European",2000,No,3.2,10,1.6
Nostalgia at 1911 Brasserie - The Imperial,New Delhi,"European, Continental",6000,No,3.2,12,0.5333333333333333
Patiala Peg - The Imperial,New Delhi,Finger Food,3000,No,3.3,25,1.0999999999999999
1911 - The Imperial,New Delhi,"North Indian, Chinese, South Indian, Italian",6000,No,3.9,272,0.65
Daniell's Tavern - The Imperial,New Delhi,North Indian,4000,No,3.7,59,0.925
La Baguette - The Imperial,New Delhi,"Desserts, Bakery",900,No,3.8,45,4.222222222222221
San Gimignano - The Imperial,New Delhi,Italian,5000,No,3.7,104,0.74
The Atrium - The Imperial,New Delhi,"European, Desserts",2500,No,3.6,57,1.4400000000000002
The Spice Route - The Imperial,New Delhi,"Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",6000,No,4.0,259,0.6666666666666666
Bao Cha,New Delhi,"Chinese, Thai, Asian",1000,Yes,3.0,90,3.0
Nazeer Delicacies,New Delhi,"North Indian, Mughlai",900,No,3.3,21,3.6666666666666665
Open Oven,New Delhi,"Bakery, Desserts, Fast Food",250,No,3.4,109,13.6
Slurp Pasta Express,New Delhi,"Cafe, Fast Food",300,No,2.9,5,9.666666666666668
Urban Gala,New Delhi,"Chinese, Cafe",700,No,2.8,19,4.0
Shree Rathnam,New Delhi,"South Indian, North Indian, Chinese",800,Yes,3.5,96,4.375
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,1.9,146,3.8
24/7 Pastry Shop - The Lalit New Delhi,New Delhi,"Bakery, Desserts",900,No,3.3,46,3.6666666666666665
Le Petit Cafe - The Lalit New Delhi,New Delhi,Cafe,1600,No,3.2,31,2.0
The Grill Room - The Lalit New Delhi,New Delhi,Continental,4500,No,3.4,51,0.7555555555555555
24/7 Bar- The Lalit New Delhi,New Delhi,Finger Food,3000,No,3.5,45,1.1666666666666667
24/7 Restaurant - The Lalit New Delhi,New Delhi,"Continental, North Indian, Italian, Asian",5100,No,3.7,419,0.7254901960784315
Baluchi - The Lalit New Delhi,New Delhi,"Mughlai, North Indian, South Indian",4500,No,3.9,265,0.8666666666666666
Kitty Su - The Lalit New Delhi,New Delhi,Finger Food,5000,No,3.7,747,0.74
Woks - The Lalit New Delhi,New Delhi,"Chinese, Seafood",4500,No,3.6,62,0.8
Cafí© Knosh - The Leela Ambience Convention Hotel,New Delhi,"North Indian, Italian",2700,No,3.9,186,1.4444444444444444
Cherry Bar - The Leela Ambience Convention Hotel,New Delhi,Finger Food,2650,No,3.6,48,1.358490566037736
Mei Kun - The Leela Ambience Convention Hotel,New Delhi,Thai,3500,No,3.6,42,1.0285714285714287
Dilli 32 - The Leela Ambience Convention Hotel,New Delhi,North Indian,3500,No,4.0,184,1.142857142857143
Jamavar - The Leela Palace,New Delhi,"North Indian, Mughlai",4000,No,3.9,241,0.975
Le Cirque - The Leela Palace,New Delhi,"French, Italian",5000,No,3.8,199,0.7599999999999999
MEGU - The Leela Palace,New Delhi,"Japanese, Sushi",5500,No,3.9,178,0.7090909090909091
The Library - The Leela Palace,New Delhi,"Italian, Continental",3500,No,3.7,59,1.0571428571428572
The Lobby Lounge - The Leela Palace,New Delhi,"Cafe, Continental",2000,No,3.6,32,1.8
The Lodhi Bakery - The Lodhi,New Delhi,"Bakery, Desserts",400,No,2.9,4,7.249999999999999
Elan - The Lodhi,New Delhi,"North Indian, Continental, Italian",3000,No,3.8,185,1.2666666666666666
Agni - The Park,New Delhi,"Mughlai, Italian, Finger Food, Middle Eastern",3000,No,3.3,199,1.0999999999999999
Mist - The Park,New Delhi,"Continental, Italian, American, North Indian",3500,No,3.3,169,0.9428571428571428
Aqua - The Park,New Delhi,"Continental, Italian, Mediterranean",4500,No,3.8,773,0.8444444444444444
Atrium Bar  & Lounge - The Suryaa New Delhi,New Delhi,Finger Food,3000,No,3.1,26,1.0333333333333334
French Crust - The Suryaa New Delhi,New Delhi,"Cafe, Bakery",900,No,3.3,19,3.6666666666666665
Club BW - The Suryaa New Delhi,New Delhi,"Finger Food, Continental, Italian, Chinese",4400,No,3.6,90,0.8181818181818181
Sampan - The Suryaa New Delhi,New Delhi,"Thai, Chinese, Japanese",2500,No,3.7,111,1.48
The Grill Room - The Taj Mahal Hotel,New Delhi,"Mediterranean, European",5000,No,3.1,15,0.62
Emperor's Lounge - The Taj Mahal Hotel,New Delhi,Cafe,2500,No,3.8,79,1.5199999999999998
Machan - The Taj Mahal Hotel,New Delhi,"North Indian, European, Continental",5000,No,3.9,696,0.78
Ricks Bar - The Taj Mahal Hotel,New Delhi,"Malaysian, Thai",4200,No,3.6,64,0.8571428571428572
Wasabi by Morimoto - The Taj Mahal Hotel,New Delhi,"Japanese, Sushi",6000,No,3.9,183,0.65
House of Ming - The Taj Mahal Hotel,New Delhi,Chinese,5500,No,4.0,398,0.7272727272727272
Varq - The Taj Mahal Hotel,New Delhi,"Seafood, North Indian",4500,No,4.2,541,0.9333333333333333
Capital Kitchen - Taj Palace Hotel,New Delhi,"North Indian, European, Asian",2000,No,3.7,42,1.85
Spicy Duck - Taj Palace Hotel,New Delhi,Asian,4000,No,3.5,24,0.875
Orient Express - Taj Palace Hotel,New Delhi,European,8000,No,4.0,145,0.5
The Tea Lounge - Taj Palace Hotel,New Delhi,Cafe,1500,No,4.0,76,2.6666666666666665
Bonitos - The Uppal,New Delhi,"Continental, Thai, Chinese, North Indian",3000,No,3.2,28,1.0666666666666667
Bonitos Blu - The Uppal,New Delhi,"North Indian, Asian, Continental",2500,No,3.0,5,1.2
The Gourmet Shop - The Uppal,New Delhi,Bakery,500,No,3.0,4,6.0
Chopsticks,New Delhi,"Chinese, Thai",1700,Yes,3.6,350,2.11764705882353
TabulaBeach Cafe,New Delhi,"European, American",1600,No,3.8,637,2.375
Arriba - Mexican Grill & Tequileria,New Delhi,Mexican,2500,No,4.1,146,1.64
Aggarwal Sweet Center,New Delhi,"Mithai, Street Food",100,No,2.9,6,28.999999999999996
Aggarwal Sweets,New Delhi,"Street Food, Desserts",250,No,2.7,11,10.8
Alag Khana Khazana,New Delhi,"North Indian, Mughlai",450,No,2.9,5,6.444444444444445
Bhape Di Hatti,New Delhi,North Indian,200,No,3.1,7,15.5
Bhappe Di Hatti,New Delhi,North Indian,150,No,3.1,8,20.666666666666668
Bhatura King,New Delhi,Street Food,150,No,2.9,7,19.333333333333336
Bhukkadzz Point,New Delhi,Fast Food,300,Yes,3.0,7,10.0
Bimbos,New Delhi,"Chinese, Fast Food",350,No,3.1,16,8.857142857142858
Brothers' Bakery,New Delhi,"Fast Food, Bakery",350,No,2.9,21,8.285714285714285
Chaap Nation,New Delhi,"North Indian, Fast Food, Afghani",300,No,3.0,4,10.0
Dev Burger,New Delhi,Fast Food,300,No,2.9,5,9.666666666666668
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,3.0,6,8.571428571428571
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,3.2,16,9.142857142857144
Hum Sabki Rasoi,New Delhi,North Indian,300,No,3.3,26,11.0
Janki Vaishno Dhaba,New Delhi,North Indian,150,No,3.0,4,20.0
Manmohan Food Plaza,New Delhi,Fast Food,350,No,2.6,10,7.428571428571429
Mr.Hunger,New Delhi,"Burger, Fast Food",500,No,3.0,5,6.0
Neelma Punjabi Dhaba,New Delhi,North Indian,250,No,2.9,8,11.6
New Raj Kachori Bhandar,New Delhi,Street Food,100,No,3.4,18,34.0
Punjabi Ninja,New Delhi,North Indian,550,No,3.0,7,5.454545454545455
Radha Swami Cool Hut,New Delhi,"Beverages, Ice Cream",200,No,3.1,7,15.5
Sagar Choley Bhatoorey,New Delhi,Street Food,150,No,3.2,26,21.333333333333336
Sehyog Alpahar,New Delhi,"South Indian, Chinese",150,No,3.2,10,21.333333333333336
South Indian Hut,New Delhi,"South Indian, Chinese",300,No,2.9,5,9.666666666666668
Vijay Corner,New Delhi,"North Indian, Mughlai",300,No,3.0,7,10.0
Mithlesh Ande Wala,New Delhi,Street Food,150,No,3.5,17,23.333333333333336
Roti N Boti,New Delhi,"North Indian, Fast Food, Mughlai",300,Yes,3.5,21,11.666666666666668
Khana Khazana,New Delhi,"North Indian, Mughlai, Chinese, Bakery",800,No,3.7,281,4.625000000000001
Ahad Sons Restaurant,New Delhi,Kashmiri,750,No,3.4,104,4.533333333333333
Jughead's Fast Food Corner,New Delhi,"Chinese, Fast Food, North Indian",500,Yes,3.6,438,7.2
The Coffee Bond,New Delhi,Cafe,700,Yes,4.2,73,6.0
Wow! Momo,New Delhi,"Tibetan, Chinese",350,Yes,2.9,77,8.285714285714285
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,3.6,24,5.142857142857142
Haldiram's,New Delhi,"Mithai, North Indian, South Indian",500,No,3.7,59,7.4
Keventers,New Delhi,Beverages,400,No,3.8,37,9.5
Pat 'N' Harry,New Delhi,American,400,Yes,2.3,42,5.75
"34, Chowringhee Lane",New Delhi,Fast Food,200,Yes,3.1,5,15.5
Aggarwal Sweets,New Delhi,Mithai,100,No,2.8,5,27.999999999999996
Amritsari Dhaba,New Delhi,North Indian,250,No,2.9,10,11.6
Apna Swad,New Delhi,"North Indian, Chinese, Fast Food",500,Yes,2.9,4,5.8
ATM Food Corner,New Delhi,North Indian,200,No,3.0,4,15.0
Burger House,New Delhi,"Burger, Fast Food",200,Yes,2.8,4,13.999999999999998
Cafe De Bienka,New Delhi,"Fast Food, Chinese",350,No,2.7,12,7.714285714285715
Chatkaara Point,New Delhi,"Fast Food, Chinese",250,No,2.9,7,11.6
Dharma Punjabi Dhaba,New Delhi,North Indian,300,Yes,2.7,5,9.000000000000002
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,2.5,6,3.571428571428571
Flavourz Factoree,New Delhi,"Fast Food, Chinese, Bakery",300,No,3.1,14,10.333333333333334
Gabbar Chowmein,New Delhi,Fast Food,100,No,3.0,4,30.0
Gayatri's Break Point Restaurant,New Delhi,"North Indian, South Indian, Chinese, Fast Food",300,No,3.1,4,10.333333333333334
Grover Sweets & Bakers,New Delhi,"Street Food, Chinese, Mithai",150,No,3.3,12,22.0
Khalsa Veg Corner,New Delhi,"North Indian, Fast Food",300,No,3.1,10,10.333333333333334
Lajawab Chinese Food,New Delhi,"Chinese, North Indian, Fast Food",300,No,3.0,4,10.0
Lajwab Bakery,New Delhi,Bakery,100,No,3.1,7,31.0
Maharani Rasoi,New Delhi,North Indian,150,No,3.0,5,20.0
Natkhat Bakers,New Delhi,"Bakery, Fast Food",300,Yes,3.1,4,10.333333333333334
Pastry Palace,New Delhi,"Bakery, Street Food",350,Yes,3.2,11,9.142857142857144
Punjabi Tadka,New Delhi,"North Indian, Chinese",500,Yes,2.7,11,5.4
Radha Swami Vaishno Dhaba,New Delhi,North Indian,200,No,3.0,6,15.0
Scoops,New Delhi,"Beverages, Fast Food",200,No,2.8,9,13.999999999999998
Shah Bakery,New Delhi,"Fast Food, Bakery",400,No,3.0,10,7.5
Shahi Kachauri Wale,New Delhi,Street Food,50,No,2.8,6,55.99999999999999
Shahi Kachauri,New Delhi,Street Food,50,No,2.8,4,55.99999999999999
Shri Bikaner Sweets,New Delhi,"Fast Food, South Indian, Chinese, Mithai",250,No,2.9,4,11.6
Shri Krishna Vaishno Dhaba,New Delhi,North Indian,300,No,3.0,5,10.0
Shri Murli Wala,New Delhi,"North Indian, South Indian, Chinese, Street Food",400,No,2.8,7,6.999999999999999
Shri Radha Ki Rasoi,New Delhi,"North Indian, Chinese, South Indian",300,No,2.8,6,9.333333333333332
Singh's Ice Cream Parlour,New Delhi,"Ice Cream, Desserts, Fast Food",200,No,3.0,8,15.0
Swastik Restaurant,New Delhi,"Chinese, South Indian, North Indian",400,Yes,2.7,6,6.750000000000001
Tanatan Corner,New Delhi,North Indian,200,No,2.9,7,14.499999999999998
Tasty Bite,New Delhi,"North Indian, Chinese",650,Yes,2.8,12,4.3076923076923075
Wah Ji Wah,New Delhi,North Indian,400,Yes,2.4,4,6.0
Cafe Coffee Day,New Delhi,Cafe,450,No,2.6,33,5.777777777777779
Chalte Firte Momos,New Delhi,"Fast Food, Chinese",300,No,2.6,23,8.666666666666666
Chutneez Restaurant Lounge & Bar,New Delhi,"North Indian, Chinese, Mughlai",1200,No,2.7,132,2.2500000000000004
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,3.4,25,4.857142857142857
Fattoush,New Delhi,Lebanese,200,No,2.9,5,14.499999999999998
Keventers,New Delhi,Beverages,400,No,3.3,25,8.25
Kutty's South Indian Cafe,New Delhi,South Indian,250,No,3.4,99,13.6
Mandrain,New Delhi,Chinese,450,No,2.8,7,6.222222222222221
Nazeer Foods,New Delhi,"Mughlai, North Indian",600,No,3.4,193,5.666666666666666
Nirula's Ice Cream,New Delhi,"Desserts, Ice Cream",250,Yes,3.0,38,12.0
Punjabi Tadka,New Delhi,North Indian,400,No,2.8,5,6.999999999999999
Rocking Woods,New Delhi,"North Indian, Chinese, Fast Food",1200,Yes,2.6,86,2.1666666666666665
Shawarma Wala,New Delhi,Fast Food,250,No,2.5,18,10.0
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,2.5,163,5.0
The Yellow Chilli,New Delhi,"North Indian, Mughlai",1500,Yes,2.7,307,1.8000000000000003
The Yummy Chilli,New Delhi,"Mughlai, North Indian",600,No,2.9,9,4.833333333333334
United Punjab,New Delhi,"North Indian, Mughlai",600,Yes,2.5,88,4.166666666666667
McDonald's,New Delhi,"Fast Food, Burger",500,Yes,3.6,160,7.2
Vintro,New Delhi,Cafe,350,Yes,3.9,96,11.142857142857142
Wow! Momo,New Delhi,"Tibetan, Chinese",350,No,3.5,54,10.0
"34, Chowringhee Lane",New Delhi,Fast Food,350,No,2.3,45,6.571428571428571
Kebab Xpress,New Delhi,"North Indian, Mughlai",600,Yes,2.4,117,4.0
Moti Mahal Delux Tandoori Trail,New Delhi,"North Indian, Mughlai",1000,Yes,2.2,79,2.2
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,Yes,2.4,224,2.4
The Golden Dragon,New Delhi,"Chinese, Seafood, Japanese",1500,No,2.4,43,1.5999999999999999
Yo! China,New Delhi,Chinese,900,Yes,2.0,191,2.2222222222222223
Hawkers,New Delhi,Chinese,600,Yes,3.4,398,5.666666666666666
Nirula's,New Delhi,"Fast Food, North Indian, Desserts, Ice Cream",1100,Yes,3.0,145,2.7272727272727275
Sagar Ratna,New Delhi,"South Indian, North Indian",600,Yes,2.8,133,4.666666666666666
Tribe,New Delhi,"Continental, Seafood, North Indian",2200,No,3.3,89,1.4999999999999998
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,Yes,3.7,248,10.571428571428571
Beijing Street,New Delhi,"Chinese, Thai, Fast Food",650,Yes,3.8,122,5.846153846153846
Bun Intended,New Delhi,"Burger, American, Fast Food",850,Yes,3.8,123,4.470588235294118
Captain Chang,New Delhi,"Chinese, Thai",1000,Yes,3.9,40,3.9
Captain Grub,New Delhi,"American, Fast Food",1000,Yes,3.8,619,3.8
Clemency- The Restaurant & Cafe,New Delhi,"Continental, Italian, North Indian, Chinese, Lebanese",900,Yes,3.8,43,4.222222222222221
Flaming Chilli Pepper,New Delhi,"Chinese, Italian, North Indian",900,Yes,3.8,286,4.222222222222221
Hong Kong Express,New Delhi,"Chinese, Thai",800,Yes,3.7,164,4.625000000000001
Majeed's,New Delhi,"Mughlai, North Indian",800,Yes,3.5,170,4.375
Majlis-e-Mughal,New Delhi,Mughlai,900,Yes,3.5,95,3.888888888888889
Mickey's Kitchen,New Delhi,"Continental, American, Italian",950,Yes,3.9,191,4.105263157894737
Nanking,New Delhi,"Chinese, Seafood",1500,Yes,3.6,361,2.4000000000000004
Nawab Dera,New Delhi,"North Indian, Mughlai, Biryani",650,Yes,3.8,141,5.846153846153846
The Cafe,New Delhi,Cafe,1000,Yes,3.8,20,3.8
The Village Cafí©,New Delhi,"Cafe, American, Italian, North Indian, Chinese",700,Yes,3.7,185,5.285714285714286
Cafe Connect,New Delhi,"Cafe, Bakery",700,Yes,4.2,193,6.0
Happy Hakka,New Delhi,Chinese,650,Yes,4.1,173,6.3076923076923075
Indian Saffron Co.,New Delhi,"North Indian, Mughlai",900,Yes,4.2,62,4.666666666666667
DCK- Dana Choga's Kitchen,New Delhi,"North Indian, Mughlai",800,Yes,2.9,252,3.6249999999999996
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,2.8,145,4.0
Sagar Ratna,New Delhi,"South Indian, North Indian",600,No,3.3,87,5.5
Shree Bhagatram,New Delhi,"North Indian, Chinese, South Indian, Mithai",650,Yes,3.3,199,5.076923076923077
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,2.5,131,5.0
Biryani Blues,New Delhi,"Biryani, Hyderabadi",750,Yes,3.9,105,5.2
Kebab Gali,New Delhi,"North Indian, Mughlai, Biryani",600,Yes,3.9,380,6.5
KFC,New Delhi,"American, Fast Food",500,Yes,3.6,277,7.2
Tipu Sultan,New Delhi,"North Indian, Mughlai",850,Yes,3.7,364,4.352941176470588
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,Yes,3.2,22,9.142857142857144
Barista,New Delhi,Cafe,650,Yes,3.3,47,5.076923076923077
Bengal Sweet Palace,New Delhi,"Mithai, Street Food",150,No,3.3,28,22.0
Bread'D Bites,New Delhi,"Bakery, Desserts, Fast Food",150,No,3.1,14,20.666666666666668
Chinese Hut,New Delhi,Chinese,400,No,3.4,20,8.5
Foodland by Orchid,New Delhi,"North Indian, South Indian, Mughlai",900,No,2.9,6,3.2222222222222223
From The Kitchen of Mala Bindra,New Delhi,Bakery,250,No,3.1,9,12.4
Go Kylin,New Delhi,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1500,Yes,2.8,9,1.8666666666666667
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,3.3,23,9.428571428571429
Hawkers,New Delhi,Chinese,300,Yes,2.7,26,9.000000000000002
HotPlate,New Delhi,"Fast Food, North Indian",150,No,3.1,8,20.666666666666668
New Janta Restaurant,New Delhi,"North Indian, Mughlai",600,No,3.1,31,5.166666666666667
Rainbows,New Delhi,"Bakery, Fast Food",400,Yes,3.2,28,8.0
Sinfully Yours,New Delhi,"Bakery, Desserts",300,Yes,3.3,18,11.0
Slice of Italy,New Delhi,"Italian, Pizza, Bakery",700,Yes,2.8,299,4.0
Spice Deli,New Delhi,"North Indian, Chinese",1100,Yes,3.3,52,2.9999999999999996
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,No,3.1,9,10.333333333333334
Uncle Tom's Steamed Hot Dogs,New Delhi,Fast Food,200,No,3.3,40,16.5
AOWLS,New Delhi,"Chinese, Fast Food",300,Yes,3.5,37,11.666666666666668
Costa Coffee,New Delhi,Cafe,600,No,3.6,80,6.0
Georgia Dakota,New Delhi,"Bakery, Desserts",450,No,3.6,34,8.0
Instapizza After Hours,New Delhi,"Pizza, Fast Food",900,Yes,3.5,21,3.888888888888889
The Pint Room,New Delhi,"Finger Food, Continental, Italian",1700,No,3.7,76,2.176470588235294
Perch Wine & Coffee Bar,New Delhi,"Cafe, European",2000,No,4.3,114,2.15
Aggarwal Confectionary,New Delhi,"Street Food, Bakery",50,No,2.8,7,55.99999999999999
Aggarwal Sweet Corner,New Delhi,"Mithai, Street Food",150,No,2.9,16,19.333333333333336
Ananda's,New Delhi,"South Indian, Chinese",350,No,3.0,31,8.571428571428571
Ankur Family Restaurant,New Delhi,"North Indian, Chinese",500,No,2.8,7,5.6
Ayush Restaurant,New Delhi,North Indian,400,No,3.2,13,8.0
Chef's Paradise,New Delhi,"North Indian, Mughlai, Chinese",400,Yes,3.1,36,7.75
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,2.6,17,3.7142857142857144
Fatafat Fast Food,New Delhi,"Chinese, Fast Food",450,No,3.3,32,7.333333333333333
Giani,New Delhi,"Ice Cream, Desserts",300,No,3.0,5,10.0
Green Tea Fanatics,New Delhi,"Beverages, Fast Food",250,No,3.4,31,13.6
Khansama,New Delhi,"North Indian, Mughlai",350,No,3.3,30,9.428571428571429
Pauls Food,New Delhi,"North Indian, Chinese",550,No,2.9,14,5.2727272727272725
Punjabi Vaishno Rasoi,New Delhi,North Indian,200,No,2.9,4,14.499999999999998
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,No,2.9,10,7.249999999999999
Taj Sweets,New Delhi,Mithai,100,No,3.1,16,31.0
The Cake,New Delhi,Bakery,200,No,3.0,4,15.0
The Food Court,New Delhi,"Fast Food, Chinese",400,Yes,3.7,32,9.250000000000002
366 Junction,New Delhi,"Cafe, North Indian, Chinese",800,No,3.3,43,4.125
Black & Brew,New Delhi,Chinese,300,No,3.1,25,10.333333333333334
Hari Om Bhojanalaya,New Delhi,North Indian,300,No,3.4,43,11.333333333333332
Nalwa's Hotspot,New Delhi,Chinese,300,No,3.1,10,10.333333333333334
Pasta Hub,New Delhi,Italian,200,No,3.0,16,15.0
Rock n Wood Cafe,New Delhi,"North Indian, Chinese",500,Yes,3.4,168,6.8
Roll Corner,New Delhi,Fast Food,200,Yes,3.3,12,16.5
Shree Nandhini Cafe,New Delhi,"South Indian, Chinese",350,No,3.3,27,9.428571428571429
Sindhi Dhaba,New Delhi,North Indian,200,No,2.9,19,14.499999999999998
Take N Taste,New Delhi,"North Indian, Chinese",400,Yes,3.1,15,7.75
Taxi Bar & Cafe,New Delhi,"North Indian, Chinese, Fast Food",800,Yes,3.3,732,4.125
The Little Diner,New Delhi,"Continental, Chinese, Italian, Cafe",800,Yes,3.4,430,4.25
Cafeteria & Co.,New Delhi,"Continental, Mexican",900,No,4.6,1136,5.111111111111111
Burger Point,New Delhi,"Burger, Fast Food",300,No,3.8,114,12.666666666666666
Cafe All-Inn,New Delhi,"Cafe, Mexican, Italian, North Indian, Chinese",600,No,3.8,429,6.333333333333333
Chowringhee,New Delhi,Fast Food,250,Yes,3.5,65,14.0
Flamess Restaurant & Cafe Village,New Delhi,"North Indian, Chinese, Continental, Italian, Mexican, Lebanese",700,Yes,3.5,349,5.0
Jack 'n' Chill,New Delhi,"American, Italian, Cafe",500,No,3.6,480,7.2
Kake Di Hatti,New Delhi,North Indian,400,No,3.6,314,9.000000000000002
Mad Monkey,New Delhi,"Cafe, Continental, Italian",800,Yes,3.7,344,4.625000000000001
Manohar Cakes & Bikaneri,New Delhi,"Mithai, Fast Food",150,No,3.5,18,23.333333333333336
Shagun,New Delhi,"Chinese, Thai, Tibetan, Japanese",800,Yes,3.9,419,4.875
Shyam Chaat Bhandar,New Delhi,Street Food,150,No,3.5,27,23.333333333333336
Telegram,New Delhi,"Cafe, North Indian, Continental, Chinese",700,Yes,3.5,359,5.0
The University Bistro,New Delhi,"Cafe, Italian, Continental, Mexican, Mediterranean",500,Yes,3.6,555,7.2
736 A.D.,New Delhi,"North Indian, Continental, Italian, Chinese",900,No,4.1,506,4.5555555555555545
Big Yellow Door,New Delhi,"Cafe, Italian, Fast Food",600,No,4.3,3986,7.166666666666667
Mr. Crust Bakers,New Delhi,"Bakery, Desserts, Fast Food",400,No,4.2,741,10.5
Phonebooth Cafí©,New Delhi,"North Indian, Continental, Chinese, Italian",800,Yes,4.1,636,5.124999999999999
Tony's,New Delhi,Fast Food,200,Yes,4.4,163,22.000000000000004
Wake 'n' Bake Cafe,New Delhi,"Fast Food, Bakery",350,No,4.0,90,11.428571428571429
Gabbar Di Hatti,New Delhi,"North Indian, Mughlai",300,No,3.4,19,11.333333333333332
1990's,New Delhi,"North Indian, Mughlai",250,No,3.3,15,13.2
Amul Cafe,New Delhi,"Desserts, Fast Food",300,No,3.3,23,11.0
Burger Point,New Delhi,"Burger, Fast Food",300,No,3.4,28,11.333333333333332
Buta Singh Da Dhabba,New Delhi,North Indian,150,No,2.8,14,18.666666666666664
Cafe Amigo,New Delhi,Cafe,400,No,3.0,41,7.5
Cafe Coffee Day,New Delhi,Cafe,450,No,3.0,16,6.666666666666667
Cake Palace,New Delhi,Bakery,200,No,2.7,11,13.500000000000002
Carara,New Delhi,"North Indian, Chinese",500,No,2.6,20,5.2
Channi Pishori Chicken,New Delhi,Mughlai,400,No,3.3,55,8.25
Chatkora Food N Snacks Corner,New Delhi,Fast Food,350,No,2.9,6,8.285714285714285
Chetana Bakes,New Delhi,Bakery,400,No,3.0,6,7.5
Chily Hut,New Delhi,"Chinese, North Indian",750,No,3.2,20,4.266666666666667
De' Bistro,New Delhi,"Chinese, Fast Food",850,No,3.3,16,3.8823529411764706
Deep Bakers,New Delhi,"Fast Food, Bakery",100,No,3.2,17,32.0
Delhi 6,New Delhi,North Indian,350,No,2.6,44,7.428571428571429
Finest Pizzeria,New Delhi,Pizza,600,Yes,3.1,5,5.166666666666667
Food Lab,New Delhi,"Chinese, Biryani, North Indian",300,No,3.0,5,10.0
Goli Vada Pav No. 1,New Delhi,Street Food,100,No,3.3,26,33.0
Grover Sweets,New Delhi,"Mithai, Street Food",100,No,3.1,8,31.0
Hema Chinese Foods,New Delhi,Chinese,300,No,3.3,21,11.0
Hunger Stop,New Delhi,"North Indian, Mughlai",600,No,3.2,13,5.333333333333334
Ishwar Sweets,New Delhi,Chinese,300,No,3.4,33,11.333333333333332
Kathi Express,New Delhi,"Fast Food, Chinese",500,No,2.6,33,5.2
Kream's,New Delhi,"Bakery, Fast Food, Pizza",200,No,3.1,8,15.5
Madras Cafe,New Delhi,"South Indian, Fast Food",300,No,3.3,33,11.0
Mandeep Punjabi Rasoi,New Delhi,North Indian,200,No,3.0,10,15.0
Masti Curry,New Delhi,North Indian,350,Yes,2.8,31,8.0
New Madras Cafe,New Delhi,"South Indian, Fast Food",300,No,3.1,34,10.333333333333334
Pakwan,New Delhi,"Chinese, North Indian",600,No,2.8,20,4.666666666666666
Patiala Shahi Soups,New Delhi,Mughlai,300,No,3.1,12,10.333333333333334
Pizza Yum,New Delhi,"Pizza, Fast Food",650,No,3.1,24,4.769230769230769
Polka Pastry & Snack Bar,New Delhi,"Bakery, Fast Food",350,Yes,2.7,44,7.714285714285715
Red Hot,New Delhi,North Indian,350,No,3.3,15,9.428571428571429
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,No,3.1,17,7.75
Sai Ann Kutir,New Delhi,"Chinese, North Indian",400,No,2.8,37,6.999999999999999
Saravana South Indian Hut,New Delhi,South Indian,250,No,3.2,10,12.8
Sardar Pure Meat Shop,New Delhi,"Raw Meats, Fast Food",300,No,3.2,9,10.666666666666668
Shama Chicken Corner,New Delhi,"North Indian, Mughlai",400,No,3.1,23,7.75
